"CNN","Corridor","Limits","CNNRightLeft","BlockSide","FullName","WeekDay","FromHour","ToHour","Week1","Week2","Week3","Week4","Week5","Holidays","BlockSweepID","Line"
"8872000","Mayfair Dr","Manzanita Ave  -  Iris Ave","L","South","Wednesday","Wed","6","8","1","1","1","1","1","0","1641009","LINESTRING (-122.451240370936 37.785976193987, -122.452069955164 37.785871705707)"
"2646000","Balboa St","02nd Ave  -  03rd Ave","R","North","Mon 1st & 3rd","Mon","8","10","1","0","1","0","0","0","1606815","LINESTRING (-122.459724821996 37.777429862253, -122.460796341121 37.777380325376)"
"10578000","Polk St","Bonita St  -  Green St","R","East","Tuesday","Tues","6","8","1","1","1","1","1","0","1609714","LINESTRING (-122.422056017924 37.797370646388, -122.422147774346 37.797824951215)"
"10484000","Pine St","Webster St  -  Orben Pl","R","North","Wed 1st & 3rd","Wed","7","9","1","0","1","0","0","0","1604309","LINESTRING (-122.432003325348 37.788159075346, -122.432825558079 37.788054634594)"
"6512000","Greenwich St","Franklin St  -  Imperial Aly","L","South","Tue 1st & 3rd","Tues","9","11","1","0","1","0","0","0","1606708","LINESTRING (-122.426001249192 37.800206248645, -122.426787591748 37.800106292638)"
"6020001","Garrison Ave","Start: 101-148 Block  -  Rey St","R",,"Monday","Mon","8","11","1","1","1","1","1","0","1632709","LINESTRING (-122.413514298831 37.709642327626, -122.412915007144 37.709474890721)"
"10079000","Pacheco St","Castenada Ave  -  Lopez Ave","L","West","Wed 1st & 3rd","Wed","9","11","1","0","1","0","0","0","1615825","LINESTRING (-122.462333241973 37.747776703642, -122.462437146234 37.747864655758, -122.462560936353 37.748087186636, -122.462605075776 37.748329760171, -122.462687166794 37.748513812495)"
"729000","16th St","Julian Ave  -  Rondel Pl","L","South","Monday","Mon","2","6","1","1","1","1","1","1","1635711","LINESTRING (-122.420901270457 37.764976898832, -122.421239593381 37.764956459787)"
"3697000","Carl St","Stanyan St  -  Willard St","R","North","Tuesday","Tues","8","10","1","1","1","1","1","0","1602556","LINESTRING (-122.452758421206 37.765442854301, -122.454404021899 37.765232926774)"
"9424000","Mount Vernon Ave","Del Monte St  -  Del Monte St","L","SouthWest","Tuesday","Tues","8","10","1","1","1","1","1","0","1641478","LINESTRING (-122.443794783393 37.715472471783, -122.443898043563 37.715554049158)"
"2761000","Battery St","Jackson St  -  Pacific Ave","L","West","Wednesday","Wed","2","6","1","1","1","1","1","0","1607136","LINESTRING (-122.400681337113 37.796776843312, -122.400863175883 37.797654140048)"
"13293201","Vidal Dr","Higuera Ave  -  Unnamed #112","R","West","Wed 2nd & 4th","Wed","9","11","0","1","0","1","0","0","1642776","LINESTRING (-122.484781119219 37.718322604978, -122.484830553295 37.718275697615, -122.484840607114 37.717356729141, -122.484789410317 37.7172994901)"
"10858000","Quintara St","22nd Ave  -  23rd Ave","R","North","Mon 2nd & 4th","Mon","8","10","0","1","0","1","0","0","1604465","LINESTRING (-122.479295906828 37.748503635952, -122.480368413521 37.748456324318)"
"6423000","Grattan St","Belvedere St  -  Cole St","L","South","Fri 1st","Fri","8","10","1","0","0","0","0","0","1622396","LINESTRING (-122.448273953337 37.764196132275, -122.449600210799 37.764026578938)"
"863000","18th St","Vermont St  -  San Bruno Ave","R","North","Monday","Mon","9","11","1","1","1","1","1","0","1608363","LINESTRING (-122.404258772953 37.762112671926, -122.405219923884 37.762054586806)"
"9690000","North Point St","Mason St  -  Taylor St","L","South","Thursday","Thu","2","6","1","1","1","1","1","0","1626776","LINESTRING (-122.413786659924 37.806554633461, -122.4154315703 37.806343429176)"
"12152000","Steiner St","Pixley St  -  Greenwich St","L","West","Mon 1st & 3rd","Mon","10","12","1","0","1","0","0","0","1621755","LINESTRING (-122.43742040336 37.798277522307, -122.437514361011 37.798742207696)"
"8569000","Lyon St","California St  -  Sacramento St","L","West","Mon 1st & 3rd","Mon","9","11","1","0","1","0","0","0","1625704","LINESTRING (-122.445402197632 37.787438165366, -122.445588636288 37.788363752329)"
"1765000","35th Ave","Geary Blvd  -  Anza St","R","West","Fri 2nd & 4th","Fri","10","12","0","1","0","1","0","0","1643880","LINESTRING (-122.495440518144 37.779591242669, -122.495310438468 37.777676738778)"
"509000","11th St","Mission St  -  Minna St","L","NorthEast","Tuesday","Tues","4","6","1","1","1","1","1","0","1635422","LINESTRING (-122.417104135557 37.774325287386, -122.416575668987 37.773906252698)"
"3363000","Buena Vista Ave East","Waller St  -  Duboce Ave","L","NorthEast","Wednesday","Wed","12","14","1","1","1","1","1","0","1628292","LINESTRING (-122.439254292091 37.770024930257, -122.439150347085 37.769937687887, -122.438822974367 37.769684120637, -122.438351333166 37.769185135138, -122.438338328889 37.769006600741)"
"13675101","Winding Way","Drake St  -  Prague St","R","North","Tuesday","Tues","12","14","1","1","1","1","1","0","1627709","LINESTRING (-122.435967964368 37.709298595895, -122.436181634014 37.709223355063, -122.436811579731 37.709051708378, -122.436941087824 37.709063659573, -122.437051124085 37.70910610397, -122.437175288678 37.709204640023, -122.437347197765 37.709288309319, -122.437561683469 37.709353173891, -122.437760189553 37.709388127878, -122.438004013876 37.709412278037, -122.438243612699 37.709468682254, -122.438446329415 37.709567935498, -122.438732751769 37.709768400004, -122.438854544768 37.709873007709, -122.438990692028 37.709945193959, -122.439289600047 37.71002709174, -122.439480877093 37.709993446984)"
"1171000","22nd St","De Haro St  -  Rhode Island St","R","North","Monday","Mon","9","11","1","1","1","1","1","0","1646581","LINESTRING (-122.400869541444 37.757184755704, -122.401832507668 37.757120850937)"
"3873000","Cervantes Blvd","Fillmore St  -  Alhambra St","L","SouthWest","Fri 1st & 3rd","Fri","10","12","1","0","1","0","0","0","1629560","LINESTRING (-122.436693347859 37.802628424574, -122.436947727889 37.802836335144, -122.437429620866 37.803096317927)"
"6265000","Golden Gate Ave","Polk St  -  Van Ness Ave","L","South","Thursday","Thu","6","8","1","1","1","1","1","0","1622271","LINESTRING (-122.41880845049 37.781235767171, -122.420239250861 37.781045220494, -122.420439517797 37.781030842108)"
"12329000","Sutter St","Larkin St  -  Polk St","L","South","Friday","Fri","7","9","1","1","1","1","1","0","1617333","LINESTRING (-122.418465026747 37.787966285986, -122.420116075155 37.787756652467)"
"13685201","Winston Dr","19th Ave  -  20th Ave","R","North","Tue 1st, 3rd, 5th","Tues","7","8","1","0","1","0","1","0","1628466","LINESTRING (-122.474900344318 37.726990699694, -122.475140746008 37.726978190632, -122.475931398858 37.727001223737, -122.476039472484 37.726949914175)"
"3256000","Brunswick St","Florentine Ave  -  Guttenberg St","L","South","Friday","Fri","12","14","1","1","1","1","1","0","1602311","LINESTRING (-122.442700067769 37.710764420904, -122.443335369024 37.710554580338)"
"3427000","Bush St","Kearny St  -  Saint George Aly","L","South","Tuesday","Tues","2","6","1","1","1","1","1","0","1614772","LINESTRING (-122.404030724326 37.7907600962, -122.404332923275 37.790721934924)"
"8761101","Market St","Laguna St  -  Buchanan St","L","SouthEast","Saturday","Sat","2","6","1","1","1","1","1","1","1640942","LINESTRING (-122.424852598549 37.77074774518, -122.424879423409 37.770656894152, -122.426200328497 37.769618675796, -122.426309438393 37.769602597207)"
"13299000","Vienna St","Avalon Ave  -  Excelsior Ave","L","SouthEast","Monday","Mon","12","14","1","1","1","1","1","0","1625514","LINESTRING (-122.426911705558 37.72515104439, -122.428074012104 37.723591101783)"
"12153000","Steiner St","Greenwich St  -  Service St","L","West","Mon 2nd & 4th","Mon","6","8","0","1","0","1","0","0","1611189","LINESTRING (-122.437514361011 37.798742207696, -122.437591729178 37.799124843213)"
"2983000","Blake St","Geary Blvd  -  Anza St","R","West","Friday","Fri","8","10","1","1","1","1","1","0","1634974","LINESTRING (-122.451119860207 37.781984115978, -122.450843847746 37.780622314436)"
"1107000","21st St","South Van Ness Ave  -  Capp St","R","North","Friday","Fri","6","8","1","1","1","1","1","0","1608555","LINESTRING (-122.416719593694 37.757166642827, -122.417811898935 37.757100932026)"
"1485000","26th Ave","Rivera St  -  Santiago St","R","West","Mon 2nd & 4th","Mon","8","10","0","1","0","1","0","0","1608715","LINESTRING (-122.483451916353 37.746448815867, -122.483322323881 37.744587069037)"
"9179000","Mission St","Rolph St  -  Niagara Ave","L","SouthEast","Monday","Mon","6","8","1","1","1","1","1","0","1626483","LINESTRING (-122.441554284708 37.71575344485, -122.441691159313 37.715572699572)"
"9832102","Ocean Ave","Ingleside Path  -  Fairfield Way","L","SouthWest","Fri 1st & 3rd","Fri","7","8","1","0","1","0","0","0","1630105","LINESTRING (-122.463238067596 37.725589320368, -122.46378848895 37.725805464994, -122.463843893175 37.725862491577)"
"11614000","Santiago St","22nd Ave  -  24th Ave","L","South","Thu 2nd & 4th","Thu","13","15","0","1","0","1","0","0","1621431","LINESTRING (-122.479035299705 37.744775468831, -122.481181215614 37.744681182834)"
"971000","19th St","Capp St  -  Mission St","R","North","Wednesday","Wed","6","8","1","1","1","1","1","0","1646466","LINESTRING (-122.41811811831 37.760301061851, -122.419206043142 37.760235354983)"
"7027000","Howard St","The Embarcadero  -  Steuart St","R","NorthWest","Wednesday","Wed","3","5","1","1","1","1","1","0","1634600","LINESTRING (-122.391096119262 37.792436047738, -122.391645797923 37.792005701104)"
"9146000","Mission St","Richland Ave  -  Crescent Ave","R","West","Mon 2nd & 4th","Mon","6","8","0","1","0","1","0","0","1619276","LINESTRING (-122.424466262427 37.736061172157, -122.424702562024 37.735369870856)"
"8746102","Market St","O'Farrell St  -  Yerba Buena Ln","L",,"Tuesday","Tues","5","6","1","1","1","1","1","0","1640773","LINESTRING (-122.404583316994 37.786730565979, -122.404608053735 37.786649009656, -122.405013219483 37.786328681529)"
"6140201","Geneva Ave","Paris St  -  Lisbon St","L","NorthEast","Saturday","Sat","6","8","1","1","1","1","1","0","1633033","LINESTRING (-122.439438471855 37.715672554478, -122.439385480151 37.715593363212, -122.438780450617 37.715322006289, -122.438624156544 37.715307332956)"
"11336000","San Anselmo Ave","Santa Paula Ave  -  San Anselmo Ave","L","NorthEast","Mon 2nd & 4th","Mon","13","15","0","1","0","1","0","0","1631953","LINESTRING (-122.464890081791 37.736044722978, -122.464645966736 37.735727238366, -122.464487985781 37.735473313166)"
"576000","14th Ave","Wawona St  -  West Portal Ave","L","NorthEast","Friday","Fri","5","7","1","1","1","1","1","1","1643204","LINESTRING (-122.469667022411 37.738505273108, -122.469056678361 37.737969881636)"
"13139000","Van Dyke Ave","Ingalls St  -  Jennings St","R","NorthEast","Monday","Mon","4","6","1","1","1","1","1","0","1625389","LINESTRING (-122.386800106338 37.725985666132, -122.388672811818 37.727044146258)"
"1281000","23rd St","Sanchez St  -  Noe St","R","North","Fri 2nd & 4th","Fri","12","14","0","1","0","1","0","0","1608631","LINESTRING (-122.429807777308 37.753158474667, -122.432023553493 37.753024912585)"
"4091002","Clay St","Hangah St  -  Stockton St","R",,"Saturday","Sat","2","6","1","1","1","1","1","0","1637064","LINESTRING (-122.40753225935 37.794107501563, -122.407903301695 37.794060297444)"
"1391000","25th Ave","Taraval St  -  Ulloa St","L","East","Fri 2nd & 4th","Fri","8","10","0","1","0","1","0","0","1601546","LINESTRING (-122.482121648538 37.742767282797, -122.481989436405 37.74090010032)"
"200202","03rd St","Phelps St  -  Davidson Ave","R","West","Sunday","Sun","2","6","1","1","1","1","1","1","1613810","LINESTRING (-122.387508746113 37.744062079357, -122.387653341643 37.743647285127, -122.387629453835 37.743527928107)"
"4203000","Clementina St","08th St  -  09th St","L","SouthEast","Tuesday","Tues","0","6","1","1","1","1","1","0","1629822","LINESTRING (-122.410610729108 37.775428352109, -122.412170110975 37.774199655875)"
"11495101","San Marcos Ave","Santa Rita - Unnamed 032","L",,"Tue 1st & 3rd","Tues","9","11","1","0","1","0","0","0","1621315","LINESTRING (-122.46471307938 37.746797964, -122.465028928765 37.746843506269, -122.465391819321 37.746831510731, -122.465615674189 37.746779973038)"
"5425000","Faxon Ave","Grafton Ave  -  Holloway Ave","L","West","Thu 1st & 3rd","Thu","9","11","1","0","1","0","0","0","1631223","LINESTRING (-122.460218174515 37.720021059212, -122.460224422748 37.721834687524)"
"8765101","Market St","15th St  -  Sanchez St","L","SouthEast","Tuesday","Tues","2","6","1","1","1","1","1","1","1640860","LINESTRING (-122.430824395339 37.766013730949, -122.430839699776 37.765928259934, -122.430912083354 37.765875794476, -122.431025470892 37.765867986364)"
"5978000","Funston Ave","Taraval St  -  Ulloa St","R","West","Mon 1st & 3rd","Mon","13","15","1","0","1","0","0","0","1601736","LINESTRING (-122.46916504726 37.743336082369, -122.469030114265 37.741472060508)"
"8735000","Mariposa St","Alabama St  -  Harrison St","L","South","Friday","Fri","0","6","1","1","1","1","1","0","1617971","LINESTRING (-122.412173289743 37.762915893771, -122.412898763382 37.762873226103)"
"4172000","Clement St","22nd Ave  -  23rd Ave","L","South","Tue 1st, 3rd, 5th","Tues","7","8","1","0","1","0","1","0","1603110","LINESTRING (-122.481659893969 37.782160421651, -122.481780896277 37.782147691403, -122.482606304123 37.782112642665, -122.482735196576 37.782121758929)"
"5552000","Fillmore St","Pine St  -  California St","R","East","Thu 2nd & 4th","Thu","6","8","0","1","0","1","0","0","1631347","LINESTRING (-122.43364712391 37.787950272493, -122.433839653842 37.788906284116)"
"9452000","Munich St","South Hill Blvd  -  Rolph St","R","NorthWest","Tuesday","Tues","12","14","1","1","1","1","1","0","1626796","LINESTRING (-122.43299185387 37.712726243871, -122.433431662596 37.712110384872)"
"11705000","Scott St","Clay St  -  Washington St","L","West","Wed 1st & 3rd","Wed","12","14","1","0","1","0","0","0","1605501","LINESTRING (-122.439135982518 37.790081449988, -122.439309439243 37.790972301406)"
"12810000","Ulloa St","33rd Ave  -  34th Ave","L","South","Fri 2nd & 4th","Fri","13","15","0","1","0","1","0","0","1625261","LINESTRING (-122.490561811152 37.740521853758, -122.491634939359 37.740474506785)"
"2799105","Bay Shore Blvd","Bay Shore Blvd  -  Bay Shore Blvd","R","West","Monday","Mon","0","6","1","1","1","1","1","0","1613269","LINESTRING (-122.403829085114 37.746015502512, -122.403881751416 37.745717551744, -122.40389917691 37.745620309979)"
"2822201","Bay Shore Blvd","Hwy 101 S Off Ramp  -  Tunnel Ave","R","NorthWest","Tuesday","Tues","7","8","1","1","1","1","1","0","1613362","LINESTRING (-122.398991049354 37.715338789916, -122.399142810984 37.715228216551, -122.399428538447 37.71449533303, -122.399584853404 37.714276318139, -122.400651897417 37.713194679699, -122.400658029332 37.713057971065)"
"1148000","22nd Ave","Quintara St  -  Rivera St","R","West","Tue 1st, 3rd, 5th","Tues","7","8","1","0","1","0","1","0","1642079","LINESTRING (-122.479295906828 37.748503635952, -122.47916613986 37.746637926804)"
"9104000","Mission St","Laskie St  -  09th St","R","NorthWest","Monday","Mon","2","6","1","1","1","1","1","1","1618360","LINESTRING (-122.414106895841 37.776707688168, -122.414711003922 37.776230519995)"
"10069000","Oxford St","Burrows St  -  Bacon St","L","East","Thursday","Thu","12","15","1","1","1","1","1","0","1615815","LINESTRING (-122.418887814559 37.72496595051, -122.41839162234 37.723767909897)"
"15106101","Portola Dr","Start:  Block  -  San Leandro Way","L","SouthEast","Wed 2nd & 4th","Wed","13","15","0","1","0","1","0","0","1638281","LINESTRING (-122.468309608705 37.737417147811, -122.468431977245 37.737282821724, -122.468762592973 37.737054685647, -122.469247910575 37.736647604643)"
"3661000","Capitol Ave","Broad St  -  Farallones St","L","West","Thu 1st & 3rd","Thu","9","11","1","0","1","0","0","0","1614919","LINESTRING (-122.459024435584 37.713172048946, -122.459035385197 37.714055302725)"
"12172000","Stevenson St","07th St  -  End: 600-699 Block","R","NorthWest","Wednesday","Wed","0","2","1","1","1","1","1","0","1624632","LINESTRING (-122.411933409479 37.780005869061, -122.413247283124 37.778962803142)"
"9120000","Mission St","18th St  -  19th St","R","West","Monday","Mon","4","6","1","1","1","1","1","0","1619030","LINESTRING (-122.419359267521 37.761835855191, -122.419206043142 37.760235354983)"
"13150102","Van Ness Ave","Willow St  -  Ellis St","L","West","Wednesday","Wed","2","6","1","1","1","1","1","0","1598931","LINESTRING (-122.4209771239 37.783352075047, -122.421049841639 37.783711745394, -122.421008360568 37.783824118033)"
"11012000","Richland Ave","Mission St  -  Leese St","L","North","Mon 2nd & 4th","Mon","8","10","0","1","0","1","0","0","1605096","LINESTRING (-122.424466262427 37.736061172157, -122.423264293091 37.735965487189, -122.423151874407 37.735927989216)"
"10679000","Powell St","Post St  -  Sutter St","R","East","Saturday","Sat","2","6","1","1","1","1","1","0","1619828","LINESTRING (-122.408401550082 37.788293193917, -122.408595045243 37.789225614915)"
"9644000","Noriega St","08th Ave  -  09th Ave","L","South","Wed 1st & 3rd","Wed","12","14","1","0","1","0","0","0","1637549","LINESTRING (-122.464590460998 37.754750777017, -122.46566209226 37.754709281005)"
"6991000","Holloway Ave","Junipero Serra Blvd  -  Junipero Serra Blvd","R","North","Wed 1st & 3rd","Wed","13","15","1","0","1","0","0","0","1608123","LINESTRING (-122.471983398524 37.721660603748, -122.472322354734 37.721623768107)"
"4303000","Columbus Ave","Houston St  -  Francisco St","L","SouthWest","Monday","Mon","2","6","1","1","1","1","1","0","1643295","LINESTRING (-122.415445867896 37.803936507889, -122.416051423073 37.804355946368)"
"5533000","Fillmore St","Laussat St  -  Haight St","R","East","Wednesday","Wed","8","10","1","1","1","1","1","0","1620605","LINESTRING (-122.430354562994 37.77163980695, -122.430433918182 37.772108258339)"
"8762102","Market St","Dolores St  -  14th St","L","SouthEast","Friday","Fri","2","6","1","1","1","1","1","1","1640928","LINESTRING (-122.426858290165 37.769042389187, -122.42844818332 37.767787890859, -122.428657163625 37.767734888173)"
