"CNN","Corridor","Limits","CNNRightLeft","BlockSide","FullName","WeekDay","FromHour","ToHour","Week1","Week2","Week3","Week4","Week5","Holidays","BlockSweepID","Line"
"204201","03rd St","Galvez Ave  -  Hudson Ave","R","West","HOLIDAY","Holiday","2","6","1","1","1","1","1","1","1614026","LINESTRING (-122.388475894209 37.741107632071, -122.388576511757 37.741032997431, -122.388784116377 37.740444237364, -122.388754589159 37.740317264063)"
"1912000","41st Ave","Judah St  -  Kirkham St","R","West","Fri 1st, 3rd, 5th","Fri","12","14","1","0","1","0","1","0","1645044","LINESTRING (-122.500567326721 37.760661320855, -122.50043602624 37.758793967913)"
"8243000","Leavenworth St","O'Farrell St  -  Geary St","R","East","Tuesday","Tues","6","8","1","1","1","1","1","0","1616839","LINESTRING (-122.414617207257 37.785582474549, -122.414806648356 37.7865198197)"
"7175000","Illinois St","26th St  -  Cesar Chavez St","R","West","Monday","Mon","0","6","1","1","1","1","1","0","1623505","LINESTRING (-122.386683934266 37.751606259613, -122.386568298572 37.750325042094)"
"6776000","Hattie St","Corbett Ave  -  Market St","R","West","Wednesday","Wed","8","10","1","1","1","1","1","0","1608979","LINESTRING (-122.441041163222 37.761669673236, -122.440984700554 37.761077984409)"
"459000","09th St","Bryant St  -  Brannan St","R","SouthWest","Friday","Fri","0","6","1","1","1","1","1","0","1607227","LINESTRING (-122.408531082548 37.771290792095, -122.407001490367 37.770049772008)"
"9424000","Mount Vernon Ave","Del Monte St  -  Del Monte St","R","NorthEast","Thursday","Thu","8","10","1","1","1","1","1","0","1641474","LINESTRING (-122.443794783393 37.715472471783, -122.443898043563 37.715554049158)"
"12409000","Taraval St","33rd Ave  -  34th Ave","R","North","Fri 2nd & 4th","Fri","7","8","0","1","0","1","0","0","1598212","LINESTRING (-122.490692041825 37.742390250523, -122.491767894994 37.742342877166)"
"4288000","Columbus Ave","Jackson St  -  Kearny St","R","NorthEast","HOLIDAY","Holiday","4","6","1","1","1","1","1","0","1637299","LINESTRING (-122.404412160717 37.796302098069, -122.405288396517 37.796909057292)"
"6386000","Grant Ave","Tillman Pl  -  Sutter St","L","West","Wednesday","Wed","2","6","1","1","1","1","1","0","1606604","LINESTRING (-122.405336988098 37.789316310824, -122.405398673479 37.789631597647)"
"13662000","Willow St","Larkin St  -  Polk St","L","South","Thursday","Thu","2","6","1","1","1","1","1","0","1627693","LINESTRING (-122.417618571016 37.783777523379, -122.419273432237 37.783567785618)"
"9848000","Ocean Ave","Woodacre Dr  -  Lagunitas Dr","L","SouthWest","Fri 1st & 3rd","Fri","7","8","1","0","1","0","0","0","1630122","LINESTRING (-122.473203023279 37.731669273699, -122.474206346815 37.73211999882)"
"6690000","Harney Way","Jamestown Ave  -  Executive Park Blvd","R","North","Saturday","Sat","7","8","1","1","1","1","1","0","1634482","LINESTRING (-122.386451910772 37.711161077982, -122.388476152363 37.710551129506, -122.388987653553 37.710462319981, -122.390887824731 37.710365233799)"
"3578000","California St","02nd Ave  -  03rd Ave","L","South","Tue 2nd & 4th","Tues","9","11","0","1","0","1","0","0","1644259","LINESTRING (-122.460308244591 37.785538555193, -122.461368664182 37.785403134864)"
"11707000","Scott St","Jackson St  -  Pacific Ave","R","East","Mon 1st & 3rd","Mon","12","14","1","0","1","0","0","0","1632296","LINESTRING (-122.439487643165 37.791842948144, -122.439665886749 37.792722755329)"
"10637000","Post St","Hyde St  -  Meacham Pl","R","North","Monday","Mon","6","8","1","1","1","1","1","0","1638116","LINESTRING (-122.41663869677 37.787245210101, -122.416989831967 37.787200625797)"
"2004000","45th Ave","Noriega St  -  Ortega St","L","East","Thu 1st, 3rd, 5th","Thu","12","14","1","0","1","0","1","0","1645298","LINESTRING (-122.504333368302 37.753011530123, -122.504203312665 37.751143789643)"
"1115000","21st St","Ames St  -  Fair Oaks St","R","North","Fri 2nd & 4th","Fri","12","14","0","1","0","1","0","0","1623022","LINESTRING (-122.423913207418 37.756733701384, -122.424442659842 37.756701819258)"
"12402000","Taraval St","26th Ave  -  27th Ave","R","North","Thursday","Thu","2","6","1","1","1","1","1","0","1639163","LINESTRING (-122.483192382378 37.742720212914, -122.484263608426 37.74267311163)"
"9122002","Mission St","Catherine Ct  -  21st St","L",,"Thursday","Thu","4","6","1","1","1","1","1","0","1641331","LINESTRING (-122.419011533299 37.758199785454, -122.41890102877 37.757035402008)"
"1883000","39th Ave","Yorba St  -  Sloat Blvd","R","West","Tue 2nd & 4th","Tues","12","14","0","1","0","1","0","0","1627067","LINESTRING (-122.496596258644 37.734664809552, -122.496540284938 37.733885236054, -122.496635997254 37.733770843107)"
"11309000","Saint Joseph's Ave","O'Farrell St  -  Geary Blvd","R","NorthEast","Tue 1st & 3rd","Tues","6","8","1","0","1","0","0","0","1610815","LINESTRING (-122.441671638484 37.782233946706, -122.441820407716 37.782307410455, -122.442692468632 37.782642601388, -122.442793099742 37.782885336443)"
"4163000","Clement St","Park Presidio Blvd  -  14th Ave","R","North","Fri 1st, 3rd, 5th","Fri","7","8","1","0","1","0","1","0","1603091","LINESTRING (-122.472451061157 37.782578537533, -122.472984477388 37.782553985569)"
"2983000","Blake St","Geary Blvd  -  Anza St","L","East","Wednesday","Wed","8","10","1","1","1","1","1","0","1612610","LINESTRING (-122.451119860207 37.781984115978, -122.450843847746 37.780622314436)"
"181000","03rd St","King St  -  Berry St","L","NorthEast","Wednesday","Wed","2","6","1","1","1","1","1","0","1628927","LINESTRING (-122.391840525275 37.778125697956, -122.39112141836 37.777553276909)"
"1430000","25th St","Balmy St  -  Treat Ave","L","South","Wednesday","Wed","8","10","1","1","1","1","1","0","1623198","LINESTRING (-122.412312594383 37.750999775769, -122.41283855483 37.750968088664)"
"5563000","Fillmore St","Filbert St  -  Pixley St","L","West","Tue 1st & 3rd","Tues","6","8","1","0","1","0","0","0","1631423","LINESTRING (-122.435678212051 37.798021122513, -122.435772408102 37.798487191944)"
"9138000","Mission St","Eugenia Ave  -  Kingston St","L","SouthEast","Tue 2nd & 4th","Tues","6","8","0","1","0","1","0","0","1619297","LINESTRING (-122.422083785231 37.742197553341, -122.422366459744 37.741760488778)"
"6437101","Great Hwy","Sloat Blvd  -  Skyline Blvd","L","East","Monday","Mon","0","6","1","1","1","1","1","1","1636089","LINESTRING (-122.506717428299 37.735469757819, -122.506655890993 37.735322441466, -122.506662500896 37.735090876535, -122.50673409842 37.734725450905, -122.506984884606 37.733533272852, -122.507029203425 37.733110450575, -122.507002964752 37.732773931863, -122.506927288547 37.732353153627, -122.506953996653 37.732094827964, -122.506949586487 37.731516097441, -122.5067790371 37.730674223202, -122.506552890505 37.729125969294, -122.506484932471 37.728514444182, -122.50639608628 37.727923701452, -122.506224765483 37.727453496275, -122.505880279693 37.726921572167, -122.50555015254 37.726603831837, -122.505265359016 37.726377227233, -122.504973648345 37.726212004008, -122.504189577848 37.72591220177, -122.503515812277 37.725569673517, -122.503040636347 37.725259549916)"
"11961101","Sloat Blvd","41st Ave  -  43rd Ave","L","SouthWest","Saturday","Sat","5","7","1","1","1","1","1","0","1621598","LINESTRING (-122.499196335499 37.734311616301, -122.499385454218 37.734310557586, -122.500161803059 37.734742688316, -122.500595283916 37.734941576551, -122.500988823622 37.735082548251, -122.501097483198 37.735206481117)"
"1985000","44th Ave","Quintara St  -  Rivera St","L","East","Thu 2nd & 4th","Thu","12","14","0","1","0","1","0","0","1627102","LINESTRING (-122.502870421845 37.747462245579, -122.502741740067 37.745597897204)"
"5164000","Ellington Ave","Whipple Ave  -  Farragut Ave","R","NorthWest","Thursday","Thu","8","10","1","1","1","1","1","0","1620475","LINESTRING (-122.448129718563 37.711116452441, -122.449462823831 37.710069434489)"
"9013000","Middle Point Rd","Wills St  -  West Point Rd","L","East","Friday","Fri","9","11","1","1","1","1","1","0","1618319","LINESTRING (-122.379414514408 37.736272455698, -122.379414567917 37.73524467469)"
"5335000","Evans Ave","Phelps St  -  Quint St","L","SouthWest","Thursday","Thu","0","6","1","1","1","1","1","0","1620540","LINESTRING (-122.388455029251 37.742980617451, -122.390327941359 37.74404592923)"
"7860000","Kirkham St","22nd Ave  -  23rd Ave","L","South","Tue 1st, 3rd, 5th","Tues","13","15","1","0","1","0","1","0","1645771","LINESTRING (-122.480075670047 37.759690271473, -122.481147524316 37.759643042102)"
"291000","05th St","Jessie St  -  Jessie St","R","SouthWest","Friday","Fri","0","2","1","1","1","1","1","0","1606956","LINESTRING (-122.407184628975 37.783291992112, -122.407015679309 37.783157749653)"
"6921000","Hill St","Church St  -  Sanchez St","R","North","Fri 2nd & 4th","Fri","12","14","0","1","0","1","0","0","1634566","LINESTRING (-122.427813058685 37.755690219359, -122.430038006085 37.755556146863)"
"9160000","Mission St","Francis St  -  Excelsior Ave","R","NorthWest","Wednesday","Wed","5","7","1","1","1","1","1","0","1626353","LINESTRING (-122.433357449495 37.726588202549, -122.433623590741 37.726236244239)"
"9294101","Monterey Blvd","San Rafael Way  -  Junipero Serra Blvd","L","South","Wed 2nd & 4th","Wed","10","12","0","1","0","1","0","0","1619580","LINESTRING (-122.470435753563 37.733206061304, -122.470503691723 37.733160300607, -122.471188180031 37.73318297376, -122.471322401211 37.733235430409)"
"10625000","Post St","Kearny St  -  Robert Kirk Ln","R","North","Monday","Mon","2","6","1","1","1","1","1","0","1609258","LINESTRING (-122.403660676944 37.788894429573, -122.40434399118 37.788806663897)"
"10369000","Persia Ave","Naples St  -  Vienna St","L","NorthEast","Monday","Mon","12","14","1","1","1","1","1","0","1638050","LINESTRING (-122.431204703443 37.720855580638, -122.430412104518 37.720477802482)"
"220102","03rd St","Lane St  -  Lane St","L","SouthEast","Tuesday","Tues","2","6","1","1","1","1","1","0","1636431","LINESTRING (-122.392703441883 37.728860122934, -122.392805822846 37.728565142031, -122.392899420136 37.728489580514)"
"1684000","31st Ave","Irving St  -  Judah St","R","West","Fri 1st, 3rd, 5th","Fri","9","11","1","0","1","0","1","0","1644951","LINESTRING (-122.489983910452 37.762995166068, -122.489853309082 37.761134039345)"
"7232000","Ingalls St","Wallace Ave  -  Yosemite Ave","L","SouthEast","Monday","Mon","4","6","1","1","1","1","1","0","1597166","LINESTRING (-122.387368260854 37.725354104262, -122.387930494396 37.724729110198)"
"12556102","The Embarcadero","Green St  -  Lombard St","L","SouthWest","Tuesday","Tues","0","2","1","1","1","1","1","1","1639648","LINESTRING (-122.399130242841 37.800896476996, -122.399324348388 37.800911294234, -122.401926845646 37.803853934751, -122.401973426877 37.804072250218)"
"11410000","San Diego Ave","De Long St  -  County Line","L","East","Fri 1st & 3rd","Fri","8","10","1","0","1","0","0","0","1610869","LINESTRING (-122.466594088885 37.708666820075, -122.466629105673 37.70814901186, -122.46663157287 37.707374093271)"
"2649000","Balboa St","05th Ave  -  06th Ave","R","North","Mon 1st & 3rd","Mon","8","10","1","0","1","0","0","0","1606818","LINESTRING (-122.462940789202 37.777282735039, -122.464010601716 37.77723477883)"
"11153000","Rose St","Octavia St  -  Laguna St","R","North","Wednesday","Wed","8","10","1","1","1","1","1","0","1621061","LINESTRING (-122.42401188828 37.773403973144, -122.42560615659 37.773200390669)"
"12779000","Ulloa St","Waithman Way  -  Kensington Way","L","South","Tue 1st & 3rd","Tues","13","15","1","0","1","0","0","0","1625216","LINESTRING (-122.456780076534 37.742148947146, -122.456929205185 37.742101851576, -122.457872346565 37.741625388597, -122.458884656071 37.741062697595, -122.459035212507 37.741014114968, -122.459297414179 37.741016065697, -122.459696237962 37.741055024907, -122.459839948391 37.741061124689)"
"1991000","44th Ave","Wawona St  -  Sloat Blvd","L","East","Mon 2nd & 4th","Mon","7","8","0","1","0","1","0","0","1627111","LINESTRING (-122.502084031724 37.73627632476, -122.502031178 37.735514909104)"
"576000","14th Ave","Wawona St  -  West Portal Ave","L","NorthEast","Monday","Mon","5","7","1","1","1","1","1","1","1643137","LINESTRING (-122.469667022411 37.738505273108, -122.469056678361 37.737969881636)"
"12872000","Union St","Fillmore St  -  Steiner St","L","South","Tue 2nd & 4th","Tues","6","8","0","1","0","1","0","0","1625287","LINESTRING (-122.435489827508 37.797089001171, -122.437137704063 37.796879341102)"
"12560201","The Embarcadero","Bay St  -  Kearny St","L","SouthWest","Friday","Fri","0","2","1","1","1","1","1","1","1624996","LINESTRING (-122.40565878456 37.806673631695, -122.405751838846 37.806786476463, -122.406511823525 37.807109539605, -122.407129108107 37.807384461902, -122.407303656422 37.807379458587)"
"7749000","Kearny St","Post St  -  Ver Mehr Pl","L","West","Monday","Mon","2","6","1","1","1","1","1","0","1623836","LINESTRING (-122.403660676944 37.788894429573, -122.403746846512 37.789363277615)"
"11260000","Sacramento St","Scott St  -  Divisadero St","L","South","Thu 1st & 3rd","Thu","8","10","1","0","1","0","0","0","1605170","LINESTRING (-122.438960386157 37.789208402882, -122.440623618757 37.788995259721)"
"5062000","Eddy St","Leavenworth St  -  Hyde St","R","North","Saturday","Sat","6","8","1","1","1","1","1","0","1610060","LINESTRING (-122.414241572962 37.78372378285, -122.415882538495 37.783515640808)"
"10779000","Princeton St","Silliman St  -  Felton St","L","East","Thursday","Thu","12","15","1","1","1","1","1","0","1638304","LINESTRING (-122.415945943649 37.728398836717, -122.415451745461 37.727197608284)"
"11220000","Sacramento St","Drumm St  -  Davis St","R","North","Wednesday","Wed","2","6","1","1","1","1","1","0","1621105","LINESTRING (-122.396585912866 37.794588216209, -122.397796257041 37.794434006725)"
"9166000","Mission St","San Juan Ave  -  Ocean Ave","R","NorthWest","Saturday","Sat","5","7","1","1","1","1","1","0","1626237","LINESTRING (-122.435312570521 37.724004909119, -122.435385086008 37.723909403464)"
"1555000","27th Ave","Lawton St  -  Moraga St","R","West","Mon 1st, 3rd, 5th","Mon","8","10","1","0","1","0","1","0","1645244","LINESTRING (-122.4853066305 37.757589336777, -122.485176270283 37.755729836202)"
"8564000","Lyon St","Leona Ter  -  Post St","L","West","Mon 1st & 3rd","Mon","9","11","1","0","1","0","0","0","1625699","LINESTRING (-122.444530089558 37.783137112817, -122.444643058444 37.783686463642)"
"12834000","Union St","Icehouse Aly  -  Sansome St","L","South","Thursday","Thu","2","6","1","1","1","1","1","0","1617459","LINESTRING (-122.402200275947 37.801311544805, -122.402789664779 37.801242172264)"
"12591000","Thornton Ave","Ceres St  -  Flora St","R","North","Tuesday","Tues","13","15","1","1","1","1","1","0","1617377","LINESTRING (-122.394160091468 37.730926931117, -122.394530688779 37.730979345584)"
"3604000","California St","27th Ave  -  28th Ave","R","North","Fri 2nd & 4th","Fri","8","10","0","1","0","1","0","0","1643810","LINESTRING (-122.487150715073 37.783785427435, -122.488217445024 37.783737151965)"
"8803000","Mason St","Elwood St  -  Geary St","R","East","Sunday","Sun","2","6","1","1","1","1","1","0","1628017","LINESTRING (-122.409775108526 37.786658874648, -122.409874016327 37.787149143318)"
"5543000","Fillmore St","Turk St  -  Eddy St","R","East","Tue 2nd & 4th","Tues","6","8","0","1","0","1","0","0","1610348","LINESTRING (-122.432140389659 37.780496260511, -122.432328981537 37.781428371173)"
"10580000","Polk St","Union St  -  Filbert St","L","West","Wednesday","Wed","6","8","1","1","1","1","1","0","1604358","LINESTRING (-122.422336950437 37.798761579363, -122.422525215405 37.799693672926)"
"3761201","Cashmere St","Hudson Ave  -  Whitney Young Cir","R","NorthEast","Friday","Fri","8","10","1","1","1","1","1","0","1612014","LINESTRING (-122.383425445446 37.735803253056, -122.383567152263 37.735868879499, -122.38396157868 37.735836860893, -122.38423507669 37.735890769104, -122.385485818828 37.736557218322, -122.385572029309 37.736605703325, -122.385713009715 37.736601128621)"
"9116000","Mission St","16th St  -  17th St","L","East","Wednesday","Wed","4","6","1","1","1","1","1","0","1641276","LINESTRING (-122.419668972896 37.765051337402, -122.419512737159 37.763429273393)"
"7194000","Indiana St","19th St  -  20th St","L","East","Monday","Mon","0","6","1","1","1","1","1","0","1638329","LINESTRING (-122.391537615448 37.76159405267, -122.391417527399 37.760361491684)"
"10718000","Powhattan Ave","Nevada St  -  Bernal Heights Blvd","R","South","Wednesday","Wed","12","14","1","1","1","1","1","0","1609826","LINESTRING (-122.411360913211 37.741391112104, -122.411194932133 37.741394584241)"
"1379000","25th Ave","Cabrillo St  -  Fulton St","R","West","Tue 2nd & 4th","Tues","8","10","0","1","0","1","0","0","1644823","LINESTRING (-122.484325940478 37.774436663061, -122.484194201272 37.772569061813)"
"6403000","Grant Ave","Vallejo St  -  Green St","R","East","Tue 2nd & 4th","Tues","7","8","0","1","0","1","0","0","1606668","LINESTRING (-122.407206393694 37.798776309359, -122.407395243151 37.799703676336)"
"1207000","22nd St","Diamond St  -  Eureka St","R","North","Mon 2nd & 4th","Mon","12","14","0","1","0","1","0","0","1601449","LINESTRING (-122.436599813972 37.754358704273, -122.43764853499 37.754295548695)"
"13067000","Valencia St","20th St  -  Liberty St","L","East","Thursday","Thu","6","8","1","1","1","1","1","0","1625341","LINESTRING (-122.421271728665 37.758498508686, -122.421193865054 37.757701416583)"
"12479001","Telegraph Hill Blvd","Greenwich St  -  Filbert St","L",,"Mon 1st & 3rd","Mon","8","10","1","0","1","0","0","0","1642988","LINESTRING (-122.405850917116 37.802768709628, -122.405749900564 37.802689542098, -122.405422707292 37.802309049507, -122.405376691977 37.802195226498, -122.405370917218 37.802094510817, -122.405377510273 37.802001000759, -122.405421595849 37.801931839909, -122.405487692957 37.801879435873, -122.405591377711 37.801820006987, -122.405701996441 37.801786754919)"
"6079101","Geary Blvd","22nd Ave  -  23rd Ave","L","South","Mon 1st, 3rd, 5th","Mon","7","8","1","0","1","0","1","0","1611487","LINESTRING (-122.48151572233 37.780225819294, -122.481641870364 37.780160800548, -122.482472142039 37.780124522957, -122.482591528358 37.780189471673)"
"11960101","Sloat Blvd","39th Ave  -  41st Ave","R","North","Monday","Mon","5","7","1","1","1","1","1","1","1621627","LINESTRING (-122.496635997254 37.733770843107, -122.496770432638 37.733699938215, -122.497251243498 37.733729647813, -122.497707486594 37.733793125062, -122.498050147765 37.733858526817, -122.498483756471 37.733969859843, -122.498948533095 37.734128137408, -122.499154340355 37.734219595274, -122.499196335499 37.734311616301)"
"8554000","Lyon St","Haight St  -  Page St","R","East","Friday","Fri","8","10","1","1","1","1","1","0","1640304","LINESTRING (-122.441997762484 37.770637635539, -122.442187879796 37.771571037982)"
"13008000","Upland Dr","Manor Dr  -  Pinehurst Way","R","NorthEast","Thu 2nd & 4th","Thu","11","13","0","1","0","1","0","0","1598770","LINESTRING (-122.463558996934 37.729175595009, -122.46388030462 37.729374285088, -122.464056166916 37.729524828975)"
"4154000","Clement St","05th Ave  -  06th Ave","R","North","Fri 1st, 3rd, 5th","Fri","7","8","1","0","1","0","1","0","1603082","LINESTRING (-122.463350525438 37.782989203719, -122.464425024958 37.78293993367)"
"9092000","Mission St","02nd St  -  New Montgomery St","R","NorthWest","Sunday","Sun","2","6","1","1","1","1","1","1","1618500","LINESTRING (-122.399798024477 37.788007160065, -122.400503096316 37.787450498776)"
"10432000","Pierce St","Bush St  -  Pine St","L","West","Mon 1st & 3rd","Mon","12","14","1","0","1","0","0","0","1609219","LINESTRING (-122.436746551798 37.786601039525, -122.436935447967 37.787532502295)"
"727000","16th St","Wiese St  -  Hoff St","R","North","Tuesday","Tues","2","6","1","1","1","1","1","1","1613675","LINESTRING (-122.420482492199 37.765002196919, -122.420580608155 37.764996269981)"
"10759000","Prentiss St","Ogden Ave  -  Crescent Ave","R","West","Thursday","Thu","12","14","1","1","1","1","1","0","1620088","LINESTRING (-122.412344525956 37.735821524514, -122.412447331556 37.734669531799)"
"13639000","Wildwood Way","Homewood Ct  -  End: 537-599 Block","L","South","Thu 2nd & 4th","Thu","12","14","0","1","0","1","0","0","1612788","LINESTRING (-122.46076365681 37.727610076005, -122.461023067148 37.727635046369, -122.46126654826 37.727609752697, -122.461475548582 37.727545206303, -122.461667973016 37.727486245929, -122.46196721114 37.72746679826)"
"13165201","Van Ness Ave","Vallejo St  -  Green St","R","East","Wednesday","Wed","6","8","1","1","1","1","1","0","1617693","LINESTRING (-122.423601297056 37.796691058587, -122.42352129192 37.796792809935, -122.423671590051 37.797536354938, -122.423792964547 37.797616581686)"
"2055000","47th Ave","Taraval St  -  Ulloa St","L","East","Fri 2nd & 4th","Fri","13","15","0","1","0","1","0","0","1600605","LINESTRING (-122.505690987787 37.741716205716, -122.505559759592 37.739859243689)"
"7775000","Kearny St","Francisco St  -  Bay St","L","West","Monday","Mon","2","6","1","1","1","1","1","0","1616422","LINESTRING (-122.406956633049 37.805494468974, -122.407146281566 37.806427814503)"
"1850000","38th Ave","Cabrillo St  -  Fulton St","L","East","Fri 2nd & 4th","Fri","11","13","0","1","0","1","0","0","1644162","LINESTRING (-122.498249666848 37.773799857758, -122.498113856793 37.771934223473)"
"9965000","Orben Pl","Pine St  -  California St","L","West","Fri 1st & 3rd","Fri","8","10","1","0","1","0","0","0","1630183","LINESTRING (-122.432825558079 37.788054634594, -122.433018897871 37.789010667497)"
"7761000","Kearny St","Jackson St  -  Columbus Ave","R","East","Wednesday","Wed","2","6","1","1","1","1","1","0","1624056","LINESTRING (-122.405142977293 37.796210954662, -122.405288396517 37.796909057292)"
"12210000","Stockton St","Broadway  -  Vallejo St","R","East","Thursday","Thu","4","6","1","1","1","1","1","0","1624690","LINESTRING (-122.40861884556 37.797627561973, -122.408808128619 37.798571324139)"
"874000","18th St","Folsom St  -  Shotwell St","R","North","Tuesday","Tues","6","8","1","1","1","1","1","0","1607427","LINESTRING (-122.414998617189 37.762099161307, -122.416077986675 37.762034001833)"
"6062201","Geary Blvd","06th Ave  -  07th Ave","R","North","Sunday","Sun","7","8","1","1","1","1","1","0","1611370","LINESTRING (-122.46427917012 37.781018921641, -122.464412579719 37.781081500208, -122.465239134689 37.781048911396, -122.465352870998 37.780965490787)"
"5562000","Fillmore St","Union St  -  Filbert St","R","East","Wednesday","Wed","6","8","1","1","1","1","1","0","1631410","LINESTRING (-122.435489827508 37.797089001171, -122.435678212051 37.798021122513)"
"8758202","Market St","Gough St  -  Valencia St","R","NorthWest","Sunday","Sun","5","7","1","1","1","1","1","1","1618002","LINESTRING (-122.422186438845 37.77290912284, -122.422594766565 37.772586914797, -122.422619690436 37.772502817369)"
"2484101","Cesar Chavez St","Alabama St  -  Harrison St","L","South","Monday","Mon","9","11","1","1","1","1","1","0","1614997","LINESTRING (-122.410546068123 37.748316719113, -122.41064652368 37.748265057214, -122.411341640644 37.748249404231, -122.41148412832 37.74829828695)"
"10761000","Presidio Ave","Pacific Ave  -  Jackson St","L","East","Mon 1st & 3rd","Mon","9","11","1","0","1","0","0","0","1620089","LINESTRING (-122.447679208272 37.791702898758, -122.447501497497 37.79082302393)"
"9122001","Mission St","20th St  -  Catherine Ct","L",,"Sunday","Sun","4","6","1","1","1","1","1","0","1641250","LINESTRING (-122.419052606406 37.758632566983, -122.419011533299 37.758199785454)"
"3473000","Cabrillo St","07th Ave  -  08th Ave","R","North","Fri 2nd & 4th","Fri","9","11","0","1","0","1","0","0","1643773","LINESTRING (-122.464942090252 37.775320946975, -122.466018713087 37.775271429934)"
"8182000","Lawrence Ave","Alemany Blvd  -  De Wolf St","L","SouthWest","Thursday","Thu","7","9","1","1","1","1","1","0","1638909","LINESTRING (-122.453142689962 37.711221076659, -122.453560396547 37.711555434067)"
"13328000","Visitacion Ave","Rey St  -  Britton St","L","South","Wednesday","Wed","8","11","1","1","1","1","1","0","1640123","LINESTRING (-122.411571715146 37.712465275431, -122.412504559162 37.712724854198)"
"13147201","Van Ness Ave","McAllister St  -  Redwood St","R","East","Monday","Mon","2","6","1","1","1","1","1","0","1599060","LINESTRING (-122.420247184087 37.78007469645, -122.420172889334 37.780213134785, -122.420255458708 37.780576218265)"
"13214000","Vermont St","18th St  -  19th St","L","East","Monday","Mon","9","11","1","1","1","1","1","0","1643207","LINESTRING (-122.404258772953 37.762112671926, -122.404134491984 37.760833904823)"
"2490102","Cesar Chavez St","San Jose Ave  -  Guerrero St","L","South","Thu 1st, 3rd, 5th","Thu","6","8","1","0","1","0","1","0","1615033","LINESTRING (-122.421384746936 37.748032124585, -122.421493717379 37.748017887556, -122.422252376224 37.747972484391, -122.422487363566 37.748013449992)"
"13773000","York St","24th St  -  25th St","R","West","Thursday","Thu","9","11","1","1","1","1","1","0","1646989","LINESTRING (-122.408188967346 37.7528524045, -122.408036847887 37.751256801726)"
"5065000","Eddy St","Polk St  -  Van Ness Ave","R","North","Monday","Mon","6","8","1","1","1","1","1","1","1630931","LINESTRING (-122.419181703701 37.783101400225, -122.420817003141 37.78289412161)"
"4392000","Corbett Ave","Hopkins Ave  -  23rd St","R","West","Friday","Fri","9","11","1","1","1","1","1","0","1637423","LINESTRING (-122.443761672468 37.7527472516, -122.443772764766 37.752646918246, -122.443719247398 37.752488867218, -122.44361010462 37.752311860662)"
"13157201","Van Ness Ave","Pine St  -  California St","R","East","HOLIDAY","Holiday","4","6","1","1","1","1","1","0","1639922","LINESTRING (-122.422135208482 37.789412061535, -122.422051551466 37.789518284988, -122.422203124448 37.790267443943, -122.422328954916 37.79036965946)"
"963000","19th St","Florida St  -  Alabama St","R","North","Thursday","Thu","0","6","1","1","1","1","1","0","1622957","LINESTRING (-122.410961971473 37.760427452974, -122.411706117047 37.760382859112)"
"9176101","Mission St","Seneca Ave  -  Amazon Ave","L","SouthEast","Monday","Mon","5","7","1","1","1","1","1","0","1626459","LINESTRING (-122.440106607185 37.717665309709, -122.440132630298 37.717586749785, -122.440355433547 37.717285489592, -122.440417738126 37.717244618779)"
"653000","15th St","Julian Ave  -  Caledonia St","R","North","Monday","Mon","6","8","1","1","1","1","1","0","1622493","LINESTRING (-122.421056630904 37.766599217631, -122.4215312954 37.766570541511)"
"1792000","36th Ave","Anza St  -  Balboa St","R","West","Wed 2nd & 4th","Wed","11","13","0","1","0","1","0","0","1643742","LINESTRING (-122.496379418973 37.777628247433, -122.496258763498 37.775763804951)"
"13528001","Webster St","Fell St  -  Linden St","L",,"Wednesday","Wed","8","10","1","1","1","1","1","0","1635207","LINESTRING (-122.429365860021 37.775111180048, -122.429459885543 37.775577376259)"
"2516000","Ashbury St","Piedmont St  -  Clifford Ter","R","West","Friday","Fri","8","10","1","1","1","1","1","0","1612554","LINESTRING (-122.445962649402 37.765216185612, -122.445911320346 37.76495639874, -122.445838172454 37.764577147577, -122.446073647839 37.76418782243)"
"7762000","Kearny St","Columbus Ave  -  Pacific Ave","L","West","Friday","Fri","4","6","1","1","1","1","1","0","1624111","LINESTRING (-122.405288396517 37.796909057292, -122.405318329414 37.797089847723)"
"7045000","Howard St","Russ St  -  Moss St","L","SouthEast","Thursday","Thu","4","6","1","1","1","1","1","0","1634682","LINESTRING (-122.408271588654 37.77886068716, -122.408832677893 37.77841553541)"
"9096002","Mission St","Jessie East St  -  Jessie West St","L",,"Tuesday","Tues","2","6","1","1","1","1","1","1","1618798","LINESTRING (-122.404864793932 37.784006613234, -122.406023808497 37.783091403293)"
"11868000","Sickles Ave","Sears St  -  Cayuga Ave","R","NorthEast","Thursday","Thu","8","10","1","1","1","1","1","0","1621423","LINESTRING (-122.45388758119 37.70967876988, -122.454546739305 37.710207253755)"
"12044000","Spear St","Market St  -  Mission St","L","NorthEast","Tuesday","Tues","0","2","1","1","1","1","1","0","1611120","LINESTRING (-122.395583553898 37.793754558847, -122.394059623992 37.792537217256)"
"13548000","Webster St","Washington St  -  Jackson St","R","East","Wed 1st & 3rd","Wed","11","13","1","0","1","0","0","0","1601098","LINESTRING (-122.432739550375 37.791799647424, -122.432917575853 37.792679914318)"
"6101000","Geary Blvd","44th Ave  -  45th Ave","R","North","Thu 2nd & 4th","Thu","11","13","0","1","0","1","0","0","1644112","LINESTRING (-122.505089571523 37.779159866172, -122.506164797223 37.779110954072)"
